,0,1,2,3,4,5
1161,"Hiếm bán - Mặt phố Vệ Hồ giá 170 tỷ, 560mx5T, MT 30m, sân rộng.","Quận Tây Hồ, Hà Nội",170 tỷ,560 m2,36 PN,36 WC
1162,Bán Nhà Khu GoldMark City. Ngõ 332 Hoàng Công Chất. 32mx4T. MT: 3.5m,"Quận Bắc Từ Liêm, Hà Nội",5 tỷ 450 triệu,32 m2,3 PN,3 WC
1163,"Nhà 5T Ngọc Thuỵ, gần đường, diện tích rộng, Nội Thất full 3.05 tỷ","Quận Long Biên, Hà Nội",3 tỷ 50 triệu,38 m2,3 PN,5 WC
1164,"5.45 tỷ! Bán nhà Vũ Hữu, 50m2, ô tô, Mt 4m, view cực thoáng.","Quận Thanh Xuân, Hà Nội",5 tỷ 450 triệu,50 m2,4 PN,3 WC
1165,"BÁN chung cư Ba Đình- Đội Cấn - ĐT TỪ 28,33,48,50,60M2.","Quận Ba Đình, Hà Nội",690 triệu,32 m2,1 PN,1 WC
1166,Chính chủ mở bán căn nhà 4 tầng 1 tum xây mới tại Ngõ 205 Xuân Đỉnh BT,"Quận Tây Hồ, Hà Nội",4 tỷ 600 triệu,46 m2,3 PN,4 WC
1167,Nhà Mặt Ngõ-Cuối Đường Trịnh Văn Bô-40M 4 Tầng-5 phòng-Ngõ 3M- 2.35tỷ,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 350 triệu,40 m2,4 PN,4 WC
1168,Cần Bán Căn Hộ Vinhomes Ocean Park 2 Phòng Ngủ,"Huyện Gia Lâm, Hà Nội",1 tỷ 900 triệu,60 m2,2 PN,1 WC
1169,Bán Nhà khu tập thể f361 an dương tây hồ S = 50m2 ôt đỗ cửa,"Quận Tây Hồ, Hà Nội",3 tỷ 100 triệu,50 m2,2 PN,2 WC
1170,"Bán nhà ngõ 38/58 xuân la 34 m x 5T,mt 3.6 ngõ xe máy tránh giá 3.9 t","Quận Tây Hồ, Hà Nội",3 tỷ 900 triệu,34 m2,4 PN,4 WC
1171,"Bán GẤP :Tòa Aparmetn 9 tầng Cầu Giấy, thang máy ,Gara ,thu 1,5 tỷ/năm","Quận Cầu Giấy, Hà Nội",21 tỷ 300 triệu,90 m2,20 PN,20 WC
1172,"Bán gấp Mảnh đất ngõ 28 Tứ Liên giá 4,5 tỷ, dt 65m2, oto đỗ gần","Quận Tây Hồ, Hà Nội",4 tỷ 500 triệu,65 m2,3 PN,1 WC
1173,"Bán nhà ngõ 41 Thái Hà ô tô cách 10m 45m2x5T như mới giá 6,5 tỷ","Quận Đống Đa, Hà Nội",6 tỷ 500 triệu,45 m2,5 PN,5 WC
1174,Nhà Phân Lô Phố Phạm Thận Duật. 48m2 x 4T. Giá: 7.4 tỷ,"Quận Cầu Giấy, Hà Nội",7 tỷ 400 triệu,48 m2,4 PN,4 WC
1175,Cần bán căn hộ nhà mới tinh tòa Golden Palm - Lê Văn Lương - HN,"Quận Thanh Xuân, Hà Nội",39 triệu,128 m2,3 PN,2 WC
1176,Bán Nhà khu tập thể f361 an dương tây hồ S = 50m2 ôt đỗ cửa,"Quận Tây Hồ, Hà Nội",3 tỷ 100 triệu,50 m2,2 PN,2 WC
1177,"Bán nhà ngõ 38/58 xuân la 34 m x 5T,mt 3.6 ngõ xe máy tránh giá 3.9 t","Quận Tây Hồ, Hà Nội",3 tỷ 900 triệu,34 m2,4 PN,4 WC
1178,"Bán GẤP :Tòa Aparmetn 9 tầng Cầu Giấy, thang máy ,Gara ,thu 1,5 tỷ/năm","Quận Cầu Giấy, Hà Nội",21 tỷ 300 triệu,90 m2,20 PN,20 WC
1179,"Bán gấp Mảnh đất ngõ 28 Tứ Liên giá 4,5 tỷ, dt 65m2, oto đỗ gần","Quận Tây Hồ, Hà Nội",4 tỷ 500 triệu,65 m2,3 PN,1 WC
1180,"Bán nhà ngõ 41 Thái Hà ô tô cách 10m 45m2x5T như mới giá 6,5 tỷ","Quận Đống Đa, Hà Nội",6 tỷ 500 triệu,45 m2,5 PN,5 WC
1181,Nhà Phân Lô Phố Phạm Thận Duật. 48m2 x 4T. Giá: 7.4 tỷ,"Quận Cầu Giấy, Hà Nội",7 tỷ 400 triệu,48 m2,4 PN,4 WC
1182,Cần bán căn hộ nhà mới tinh tòa Golden Palm - Lê Văn Lương - HN,"Quận Thanh Xuân, Hà Nội",39 triệu,128 m2,3 PN,2 WC
1183,"50,8m đất Sài Đồng, vỉa hè, ô tô tránh, gần hồ, kinh doanh đỉnh 10.2 t","Quận Long Biên, Hà Nội",10 tỷ 200 triệu,51 m2,0 PN,0 WC
1184,"Bán nhà phố Vũ Tông Phan, phân lô, ôtô, 60m², mt 4m, nhỉnh 9 tỷ.","Quận Thanh Xuân, Hà Nội",9 tỷ 650 triệu,60 m2,3 PN,3 WC
1185,"Mở Bán Chung Cư Mini Vĩnh Phúc -Hoàng Hoa Thám 45-55m2 (siêu đẹp,rộng)","Quận Ba Đình, Hà Nội",820 triệu,42 m2,2 PN,1 WC
1186,"Bán CH tập thể Trung Tự ( tầng 1) giá 3.2 tỷ, 110m2, Kinh doanh được","Quận Đống Đa, Hà Nội",3 tỷ 200 triệu,110 m2,4 PN,2 WC
1187,Đất TÂY MỖ-Nam Từ Liêm 58M Mặt Tiền 5M-Vuông Vắn-NGõ 3M Thông Thoáng,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 200 triệu,58 m2,0 PN,0 WC
1188,"Bán nhà âu cơ,tứ liên Tây Hồ 78m2 8,8 tỷ đẹp long lanh sẵn vác valy ở","Quận Tây Hồ, Hà Nội",8 tỷ 800 triệu,74 m2,4 PN,3 WC
1189,"Bán nhà ngõ 565/21 lạc long quân giá 4.4 tỷ x mtx 32m, 3.95m x 5 tầng","Quận Tây Hồ, Hà Nội",3 tỷ 950 triệu,32 m2,4 PN,4 WC
1190,"Cần bán gấp nhà Mặt ngõ Phố Lạc Long Quân giá 8.7 tỷ, 62mx4T, Ôto vào","Quận Cầu Giấy, Hà Nội",8 tỷ 700 triệu,60 m2,5 PN,4 WC
1191,"Bán nhà PL Kim Ngưu ô tô vào nhà trước nhà thoáng 50m2x5T giá 6,3 tỷ","Quận Hai Bà Trưng, Hà Nội",6 tỷ 300 triệu,50 m2,6 PN,4 WC
1192,Bán Nhà Đường Châu Văn Liêm 32mx5T. MT: 4.5m. Cách Đường oto 15m,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 700 triệu,32 m2,3 PN,4 WC
1193,"Đất Lý Sơn 70m, thông số đẹp, ô tô thông, xây ở, giữ tiền 4.59 tỷ","Quận Long Biên, Hà Nội",4 tỷ 590 triệu,70 m2,0 PN,0 WC
1194,"9.19 tỷ! Bán nhà 7 tầng, thang máy Bùi Xương Trạch, 65m2, DT 70tr/th.","Quận Thanh Xuân, Hà Nội",9 tỷ 190 triệu,65 m2,7 PN,7 WC
1195,Siêu Sốc!! mở bán chung cư Nguyễn Trãi- Ngã Tư Sở- Thanh Xuân 1-3p ngủ,"Quận Thanh Xuân, Hà Nội",680 triệu,32 m2,1 PN,1 WC
1196,"Cần bán gấp khu Liền Kề Lĩnh Nam giá 6.6 tỷ, 50mx5 tầng, Oto vào","Quận Hoàng Mai, Hà Nội",6 tỷ 600 triệu,50 m2,6 PN,4 WC
1197,Đất Đại Mỗ-Nam Từ Liêm 58M Mặt Tiền 5M-Vuông Vắn-NGõ 3M Thông Thoáng,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 200 triệu,58 m2,0 PN,0 WC
1198,"Bán nhà âu cơ,tứ liên,tây hồ 6ty S = 60m2 x 5T mt 4.2","Quận Tây Hồ, Hà Nội",6 tỷ,60 m2,5 PN,4 WC
1199,"Bán nhà riêng ngõ 35 Xuân La, tây hồ, hà nội. 65m giá 5.7 tỷ, 1 phút r","Quận Tây Hồ, Hà Nội",5 tỷ 700 triệu,65 m2,2 PN,2 WC
1200,"Giảm chào gần 2 tỷ , nhà Hoàng QUốc Việt , 7 chỗ đỗ cửa , 6T x 60m2","Quận Cầu Giấy, Hà Nội",9 tỷ,60 m2,4 PN,4 WC
1201,"Bán nhà ngõ 175 Lạc Long Quân giá 4.5 tỷ, diện tích 56m x 3T","Quận Tây Hồ, Hà Nội",4 tỷ 500 triệu,56 m2,3 PN,3 WC
1202,"CC cần Bán nhà Pl VIP 61 Lạc Trung HBT 85m2x5T MT 5,5m giá 14,2 tỷ","Quận Hai Bà Trưng, Hà Nội",14 tỷ 200 triệu,85 m2,6 PN,4 WC
1203,Bán Nhà Ngõ 154 Đình Thôn - Mỹ Đình. 32mx4T. MT: 5m. Giá: 3.5 tỷ.,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 500 triệu,32 m2,3 PN,4 WC
1204,"Sốc! 4.8 tỷ, ô tô vào nhà Định Công Thượng, 36m2, lô góc, KD cực hiếm.","Quận Hoàng Mai, Hà Nội",4 tỷ 800 triệu,36 m2,5 PN,4 WC
1205,Duy nhất 690tr/căn Chung cư TX1 Nguyễn Trãi-Thanh Xuân full đồ-,"Quận Thanh Xuân, Hà Nội",720 triệu,54 m2,3 PN,2 WC
1206,"Chính chủ bán gấp nhà ngõ 773 Giải Phóng giá 7.7 tỷ, 75mx4 tầng, MT 5m","Quận Hoàng Mai, Hà Nội",7 tỷ 700 triệu,75 m2,4 PN,3 WC
1207,Đất Mặt Ngõ Đại Mỗ 45M-Mặt Tiền 5M-Ngõ thông gần đường lớn giá 2.45tỷ,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 450 triệu,45 m2,0 PN,0 WC
1208,Cần Bán Căn Hộ Vinhomes Ocean Park 2 Phòng Ngủ,"Huyện Gia Lâm, Hà Nội",2 tỷ 500 triệu,69 m2,2 PN,2 WC
1209,"Bán nhà Tây Hồ Phố Tứ liên 11,5 tỷ 60m2 x 5T căn góc ô tô vào nhà","Quận Tây Hồ, Hà Nội",11 tỷ 500 triệu,60 m2,6 PN,6 WC
1210,"Bán nhà riêng xuân la, tây hồ, hà nội.","Quận Tây Hồ, Hà Nội",5 tỷ 800 triệu,32 m2,5 PN,5 WC
1211,"Bán nhà Hoàng Quốc Việt , MT 6m , Gara 2 oto , lô góc ,sẵn nhà 5 tầng","Quận Cầu Giấy, Hà Nội",11 tỷ 450 triệu,65 m2,4 PN,4 WC
1212,"Bán nhà cấp 4 ngõ 124 Âu cơ giá 4.9 tỷ, diện tích 36m2","Quận Tây Hồ, Hà Nội",4 tỷ 900 triệu,36 m2,1 PN,1 WC
1213,"Bán nhà Minh Khai ô tô cách nhà 30m sân cổng riêng 50m2x5T giá 4,1 tỷ","Quận Hai Bà Trưng, Hà Nội",4 tỷ 100 triệu,50 m2,6 PN,4 WC
1214,Mặt Phố Hòe Thị. Q Nam Từ Liêm. 60mx6T Thang Máy. KD Đỉnh,"Quận Nam Từ Liêm, Hà Nội",13 tỷ 500 triệu,60 m2,4 PN,8 WC
1215,"Bán nhà 9,8 tỷ 55m2x4T Yên Lạc, HBT lô góc 2 mặt ngõ ô tô tránh nhau","Quận Hai Bà Trưng, Hà Nội",9 tỷ 800 triệu,55 m2,4 PN,4 WC
1216,"Nhà 4 tầng Phúc Lợi ô tô, ngõ thông, kinh doanh, 4.7 tỷ","Quận Long Biên, Hà Nội",4 tỷ 700 triệu,40 m2,4 PN,4 WC
1217,"13 tỷ! Bán nhà Lê Trọng Tấn, 60m2, ô tô tránh, p.lô, Mt 4.1m.","Quận Thanh Xuân, Hà Nội",13 tỷ,60 m2,4 PN,3 WC
1218,"Tôi cần bán nhà ngõ 71 Tân Ấp giá 5.3 tỷ, 65m2, oto đỗ cách 10m","Quận Ba Đình, Hà Nội",5 tỷ 300 triệu,65 m2,3 PN,2 WC
1219,Đất ĐẠI Mỗ-42M Mặt Tiền 4M-Vuông Vắn-Ngõ Rộng gần đường lớn 2.32 tỷ,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 320 triệu,42 m2,0 PN,0 WC
1220,"Bán nhà Tây hồ phố Tứ Liên 16,2 tỷ 110 m2 mặt tiền 7,5m","Quận Tây Hồ, Hà Nội",16 tỷ 200 triệu,110 m2,6 PN,4 WC
1221,"Bán nhà riêng xuân la, tây hồ, hà nội,","Quận Tây Hồ, Hà Nội",5 tỷ 900 triệu,43 m2,6 PN,6 WC
1222,"Bán GẤP trong tuần : Nhà Hoàng Quốc Việt , MT 6m , Gara , phân lô","Quận Cầu Giấy, Hà Nội",10 tỷ 500 triệu,60 m2,6 PN,5 WC
1223,"Bán nhà ngõ 89 Lạc Long Quân giá 4.5 tỷ, diện tích 33mx5 tầng","Quận Tây Hồ, Hà Nội",4 tỷ 500 triệu,33 m2,3 PN,3 WC
1224,Bán Nhà Mặt Ngõ Trần Cung. Kinh Doanh. 38mx5T. MT: 3.5m. Giá: 4.8 tỷ,"Quận Bắc Từ Liêm, Hà Nội",4 tỷ 800 triệu,38 m2,3 PN,4 WC
1225,Bán nhà toà Aparment 75m2x8T Nguyễn Như Đổ Đống Đa Full nội thất,"Quận Đống Đa, Hà Nội",17 tỷ,80 m2,6 PN,6 WC
1226,"Nhà 5 tầng Ngọc Thụy Long Biên, nhà mới đẹp ở ngay 3.5 tỷ","Quận Long Biên, Hà Nội",3 tỷ 500 triệu,34 m2,3 PN,5 WC
1227,"Nhỉnh 6 tỷ! Nhà đẹp Quan Nhân, DT rộng 60m2, ngõ thông, KD.","Quận Thanh Xuân, Hà Nội",6 tỷ 800 triệu,60 m2,4 PN,4 WC
1228,"mở bán Chung Cư Ba ĐÌnh- gần khu 7,2 ha HOàng Hoa Thám- Tách sổ","Quận Ba Đình, Hà Nội",660 triệu,41 m2,2 PN,1 WC
1229,"Bán nhà riêng, ngõ 690 Lạc Long Quân giá 4.7 tỷ, 35mx5 tầng, Oto đỗ","Quận Tây Hồ, Hà Nội",4 tỷ 700 triệu,35 m2,3 PN,4 WC
1230,RẺ NHẤT! Đất ĐẠI Mỗ 35M-Ngõ gần 3M thông thoáng-chỉ 20m ôtô đỗ 1.8tỷ,"Quận Nam Từ Liêm, Hà Nội",1 tỷ 750 triệu,35 m2,0 PN,0 WC
1231,"Bán Nhà xuân đỉnh BTL.6,7 tỷ 33m2x5T MT 5m2 mặt thoáng kinh doanh.","Quận Bắc Từ Liêm, Hà Nội",6 tỷ 700 triệu,33 m2,3 PN,4 WC
1232,"Bán GÂP tòa Building 9 tầng , thang máy , Gara , Doanh thu 1.8 tỷ/năm","Quận Cầu Giấy, Hà Nội",22 tỷ 500 triệu,90 m2,20 PN,20 WC
1233,"Bán gấp nhà mặt ngõ Vũ Miên 4 tỷ , 30m x 6t , oto đỗ gần Mới đẹp","Quận Tây Hồ, Hà Nội",4 tỷ,30 m2,3 PN,4 WC
1234,"Bán nhà ngõ 147B Tân Mai ô tô vào nhà đường nhựa 48m2x5T giá 5,8 tỷ","Quận Hoàng Mai, Hà Nội",5 tỷ 800 triệu,48 m2,6 PN,4 WC
1235,Bán Đất MP Phạm Văn Đồng. 81m. 2 mặt tiền trước sau rộng: 8m.,"Quận Bắc Từ Liêm, Hà Nội",17 tỷ 500 triệu,81 m2,0 PN,0 WC
1236,"Bán nhà 50m2x5T ngõ 178 Phương Mai thông 41 Đông Tác, Đống Đa 5,8 tỷ","Quận Đống Đa, Hà Nội",5 tỷ,50 m2,5 PN,5 WC
1237,"Nhà 6 tầng Tân Thụy Long Biên ô tô đỗ cổng, an sinh đỉnh 4.1 tỷ","Quận Long Biên, Hà Nội",4 tỷ 100 triệu,31 m2,4 PN,6 WC
1238,"Nhỉnh 7 tỷ Định Công Thượng, Ôtô, KD đỉnh, 53m2, Mt 4.3, sổ vuông đẹp.","Quận Hoàng Mai, Hà Nội",7 tỷ 700 triệu,53 m2,4 PN,4 WC
1239,Chung cư Trích Sài- Tây Hồ- Full Đồ- view HỒ Tây Chỉ từ 700tr- CĐT,"Quận Tây Hồ, Hà Nội",710 triệu,55 m2,2 PN,1 WC
1240,"Tôi cần bán gấp nhà Mặt ngõ Đặng Tiến Đông giá 10.3 tỷ, 55mx5 tầng, că","Quận Đống Đa, Hà Nội",10 tỷ 300 triệu,55 m2,6 PN,4 WC
1241,"Đất Đại Mỗ-Phố Sa Đôi 50M2-Mặt Tiền4,5M-Vuông Vắn-Ô TÔ ĐỖ GẦN 2.56 tỷ","Quận Nam Từ Liêm, Hà Nội",2 tỷ 560 triệu,50 m2,0 PN,0 WC
1242,"Bán nhà Tây Hồ Phố Tứ Liên 16,2 tỷ 110m2 biệt thự kiểu pháp","Quận Tây Hồ, Hà Nội",16 tỷ 200 triệu,110 m2,6 PN,4 WC
1243,"Bán nhà riêng ngõ 218 xuân đỉnh, hà nội 30m giá 3.950 mới - hiện đại","Quận Bắc Từ Liêm, Hà Nội",3 tỷ 950 triệu,30 m2,5 PN,5 WC
1244,"Phân Lô Trần Quốc Hoàn , Ô Tô Tránh, Kinh Doanh Đa Dạng, 2 thoáng","Quận Cầu Giấy, Hà Nội",10 tỷ,60 m2,6 PN,5 WC
1245,"Bán nhà KĐT Trung Yên, Cầu Giấy.Dt 48m,6 tầng,mt 5m,oto đỗ cửa.9,5 tỷ","Quận Cầu Giấy, Hà Nội",9 tỷ 500 triệu,48 m2,6 PN,6 WC
1246,"Bán nhà Kim Đồng Tân Mai ô tô gần, 2 mặt thoáng 55m2x5T giá 5,6 tỷ","Quận Hoàng Mai, Hà Nội",5 tỷ 600 triệu,55 m2,6 PN,4 WC
1247,Bán Nhà Xuân Phương. Q Nam Từ Liêm. 30m2 x 5T. MT: 4.8m. Giá: 2.7 tỷ.,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 700 triệu,30 m2,3 PN,4 WC
1248,"Bán nhà mặt chính Đầm Trấu, HBT 55m2, 5 tầng, vỉa hè 3m KD tốt 16 tỷ","Quận Hai Bà Trưng, Hà Nội",10 tỷ,55 m2,5 PN,5 WC
1249,"74m đất Giang Biên, Long Biên, phố rộng, vỉa hè kinh doanh 8.4 tỷ","Quận Long Biên, Hà Nội",8 tỷ 400 triệu,74 m2,0 PN,0 WC
1250,"Bán nhà mp Ngọc Hồi, 66m2, Mt 4m, KD đỉnh, giá mặt ngõ, nhỉnh 5 tỷ.","Quận Hoàng Mai, Hà Nội",5 tỷ 900 triệu,66 m2,1 PN,1 WC
1251,DUY NHẤT - căn hộ MỚI-phố TÔN ĐỨC THẮNG-580Triệu,"Quận Đống Đa, Hà Nội",590 triệu,42 m2,2 PN,1 WC
1252,"Chính chủ bán khu PL Trường Chinh giá 8 tỷ, 45mx4 tầng, Oto đỗ Nhà mìn","Quận Đống Đa, Hà Nội",8 tỷ,45 m2,3 PN,3 WC
1253,Đất Đại Mỗ-Quang Tiến 38M Mặt Tiền 4M-Ngõ thông thoáng-gần ÔTÔ 1.96TỶ,"Quận Nam Từ Liêm, Hà Nội",1 tỷ 960 triệu,38 m2,0 PN,0 WC
1254,"Bán GẤP Nhà 2 tầng Chu Huy Mân, PLô ô tô tránh, 51m, MT 3.5, nhỉnh 6tỷ","Quận Long Biên, Hà Nội",6 tỷ 250 triệu,51 m2,2 PN,2 WC
1255,Bán nhà Tây Hồ Lạc Long Quân 12 tỷ 80m2 ô tô vào nhà,"Quận Tây Hồ, Hà Nội",12 tỷ,80 m2,4 PN,3 WC
1256,"Bán nhà riêng ngõ 335 xuân đỉnh, bắc từ liêm, dt 33m ngõ ô tô con","Quận Bắc Từ Liêm, Hà Nội",3 tỷ 65 triệu,33 m2,4 PN,4 WC
1257,"Bán nhà mặt phố Phú Đô, Mỹ Đình.Dt 86m; mt 5,7m; 5 tầng; giá 10 tỷ","Quận Nam Từ Liêm, Hà Nội",10 tỷ,86 m2,10 PN,6 WC
1258,"Bán GẤP tòa Buling 8 tầng Phạm Văn Đồng, Mặt tiền 9m, vỉa hè, 27.5 tỷ","Quận Cầu Giấy, Hà Nội",27 tỷ 500 triệu,130 m2,8 PN,8 WC
1259,Bán nhà Tây Hồ ngõ 151 Âu Cơ 38m 6tang MT5m -6.5 tỷ cách phố 30m,"Quận Tây Hồ, Hà Nội",6 tỷ 500 triệu,38 m2,4 PN,4 WC
1260,Bán Nhà Ngõ 63 Trần Quốc Vượng. 44mx4T. MT: 7m. Giá: 4.6 tỷ.,"Quận Cầu Giấy, Hà Nội",4 tỷ 600 triệu,44 m2,4 PN,4 WC
1261,"Bán nhà 66m2x7T mặt tiền 6mTôn Đức Thắng, Đống Đa ôtô vào nhà 15,5 tỷ","Quận Đống Đa, Hà Nội",15 tỷ 500 triệu,66 m2,5 PN,10 WC
1262,"Bán nhà Thái Hà, Đống Đa, ngõ 133 Thái Hà, 61m2, 5T, giá 18,9 tỷ","Quận Đống Đa, Hà Nội",18 tỷ 900 triệu,61 m2,6 PN,5 WC
1263,Nhà 4 tầng Kim Quan 52m an sinh ở cực đỉnh tiện ích full. 5.5 tỷ,"Quận Long Biên, Hà Nội",5 tỷ 500 triệu,52 m2,4 PN,4 WC
1264,"3.1tỷ! Giá tốt nhất thị trường! Bán nhà Phùng Khoang, 40m2, mt 4m, ôtô","Quận Nam Từ Liêm, Hà Nội",3 tỷ 100 triệu,40 m2,2 PN,2 WC
1265,"chung cư Xã đàn - Hoàng cầu 550tr/căn ,full đồ","Quận Đống Đa, Hà Nội",590 triệu,34 m2,1 PN,1 WC
1266,"Tôi cần bán nhà Mặt ngõ Âu Cơ giá 12.5 tỷ, 95mx6T, oto đỗ cửa","Quận Tây Hồ, Hà Nội",12 tỷ 500 triệu,95 m2,8 PN,8 WC
1267,"Nhà Mới Kim Chung-35M 5 Tầng,4 phòng Ngõ 4M thoáng,Ô tô đỗ giá 2.86tỷ","Huyện Hoài Đức, Hà Nội",2 tỷ 860 triệu,35 m2,4 PN,4 WC
1268,"Bán Đất mặt phố Việt Hưng, kinh doanh vô địch, 97m, MT 6, nhỉnh 23 tỷ","Quận Long Biên, Hà Nội",23 tỷ 950 triệu,97 m2,0 PN,0 WC
1269,Bán Gấp Căn Hộ 2 Phòng Ngủ VinHomes Ocean Park 1 tỷ 6,"Huyện Gia Lâm, Hà Nội",1 tỷ 600 triệu,60 m2,2 PN,1 WC
1270,Bán Nhà mặt phố Hoàng Hoa Thám 11 tỷ S=76m2 kinh doanh đỉnh cao,"Quận Tây Hồ, Hà Nội",11 tỷ,56 m2,1 PN,1 WC
1271,"Bán nhà riêng ngõ 477 xuân đỉnh, Bắc từ liêm, hà nội 31m giá 3,4 tỷ,","Quận Bắc Từ Liêm, Hà Nội",3 tỷ 400 triệu,31 m2,3 PN,3 WC
1272,"Bán Nhà Hoàng Quốc Việt , 5 tầng , mặt tiền 6m , Gara oto , 10,3 tỷ","Quận Cầu Giấy, Hà Nội",10 tỷ 300 triệu,55 m2,5 PN,5 WC
1273,Bán nhà Tây Hồ ngõ 26 Xuân Diệu 32m 5tang - 6.4 tỷ ô tô cách 50m,"Quận Tây Hồ, Hà Nội",6 tỷ 400 triệu,30 m2,3 PN,4 WC
1274,"Nhà Mới Kim Chung-35M 5 Tầng,4 phòng Ngõ 4M thoáng,Ô tô đỗ giá 2.86tỷ","Huyện Hoài Đức, Hà Nội",2 tỷ 860 triệu,35 m2,4 PN,4 WC
1275,"Bán Đất mặt phố Việt Hưng, kinh doanh vô địch, 97m, MT 6, nhỉnh 23 tỷ","Quận Long Biên, Hà Nội",23 tỷ 950 triệu,97 m2,0 PN,0 WC
1276,Bán Gấp Căn Hộ 2 Phòng Ngủ VinHomes Ocean Park 1 tỷ 6,"Huyện Gia Lâm, Hà Nội",1 tỷ 600 triệu,60 m2,2 PN,1 WC
1277,Bán Nhà mặt phố Hoàng Hoa Thám 11 tỷ S=76m2 kinh doanh đỉnh cao,"Quận Tây Hồ, Hà Nội",11 tỷ,56 m2,1 PN,1 WC
1278,"Bán nhà riêng ngõ 477 xuân đỉnh, Bắc từ liêm, hà nội 31m giá 3,4 tỷ,","Quận Bắc Từ Liêm, Hà Nội",3 tỷ 400 triệu,31 m2,3 PN,3 WC
1279,"Bán Nhà Hoàng Quốc Việt , 5 tầng , mặt tiền 6m , Gara oto , 10,3 tỷ","Quận Cầu Giấy, Hà Nội",10 tỷ 300 triệu,55 m2,5 PN,5 WC
1280,Bán nhà Tây Hồ ngõ 26 Xuân Diệu 32m 5tang - 6.4 tỷ ô tô cách 50m,"Quận Tây Hồ, Hà Nội",6 tỷ 400 triệu,30 m2,3 PN,4 WC
1281,"Bán nhà Tôn Đức Thắng ôtô vào nhà 66m2x7T lô góc thang máy giá 16,5 tỷ","Quận Đống Đa, Hà Nội",16 tỷ 500 triệu,66 m2,6 PN,6 WC
1282,Toà Nhà VP trung tâm Cầu Giấy. 2 oto Tránh. 50mx7T Thang Máy. Lô Góc.,"Quận Cầu Giấy, Hà Nội",11 tỷ 800 triệu,50 m2,4 PN,6 WC
1283,"Bán nhà Chùa Bộc Đống Đa 45m2x5T đẹp, gần Đại Học Y ô tô đỗ gần nhà","Quận Đống Đa, Hà Nội",5 tỷ 800 triệu,45 m2,4 PN,4 WC
1284,"Bán nhà mặt phố La Thành Đống Đa, 80m2, 4 tầng, giá 32 tỷ","Quận Đống Đa, Hà Nội",32 tỷ,80 m2,4 PN,3 WC
1285,"Nhà C4 134m Ngọc Thụy Khu víp kinh doanh, văn phòng, nhà nghỉ 10.8 tỷ","Quận Long Biên, Hà Nội",10 tỷ 800 triệu,134 m2,1 PN,1 WC
1286,"+ Vị trí đắc địa phố Thái Hà, quận Đống Đa, ô tô, kinh doanh đẳng cấp","Quận Đống Đa, Hà Nội",17 tỷ 300 triệu,60 m2,4 PN,7 WC
1287,"BÁN chung cư Xuân ĐỈnh- Ngoại Giao Đoàn ,45-50M2- từ 590tr","Quận Bắc Từ Liêm, Hà Nội",590 triệu,51 m2,2 PN,1 WC
1288,Nhà Mới-Kim Chung 42M 4 Tầng 4P Ngủ-ngõ rộng-ô tô đỗ gần- giá 2.75 tỷ,"Huyện Hoài Đức, Hà Nội",2 tỷ 750 triệu,42 m2,4 PN,3 WC
1289,"Nhà đẹp dân xây, 4 tầng, 2 thoáng Ngọc Lâm, 40/67m, MT 4m, nhỉnh 4 tỷ","Quận Long Biên, Hà Nội",4 tỷ 100 triệu,67 m2,4 PN,4 WC
1290,"Bán Nhà cầu giấy phố nguyễn phong sắc 15,5tyS = 94m2 kv tiện ích vô kể","Quận Cầu Giấy, Hà Nội",15 tỷ 500 triệu,94 m2,3 PN,4 WC
1291,"Bán nhà riêng mặt ngõ ô tô qua số 7 xuân đỉnh, 46m , mt 5m giá 6 tỷ","Quận Bắc Từ Liêm, Hà Nội",6 tỷ,46 m2,5 PN,5 WC
1292,"Bán nhà Trần Quốc Hoàn,Gara , đường thông ,xe con tránh , vỉa hè","Quận Cầu Giấy, Hà Nội",11 tỷ,55 m2,5 PN,5 WC
1293,"Bán nhà Trung Kính, Cầu Giấy, 72m2x7T,thang máy.Giá 22 tỷ","Quận Cầu Giấy, Hà Nội",20 tỷ,80 m2,7 PN,7 WC
1294,"Bán nhà Tây Hồ MP Yên Phụ 12m 5tang - 5.5 tỷ KD tốt, SĐ 10m","Quận Tây Hồ, Hà Nội",5 tỷ 500 triệu,12 m2,2 PN,2 WC
1295,"Bán nhà Pl Tôn Đức Thắng ôtô vào 66m2x7T thang máy nhập giá 16,5 tỷ","Quận Đống Đa, Hà Nội",16 tỷ 500 triệu,66 m2,5 PN,6 WC
1296,Đất Mỹ Đình. Ngõ Thông. Oto Đỗ Cửa. 90m. MT: 7.5m. Giá: 9.2 tỷ,"Quận Nam Từ Liêm, Hà Nội",9 tỷ 200 triệu,90 m2,0 PN,0 WC
1297,Bán nhà ngõ 41 Đông Tác Đống Đa 45m2x5Tgần Đại Học Y ô tô đỗ gần nhà,"Quận Đống Đa, Hà Nội",5 tỷ 800 triệu,45 m2,4 PN,4 WC
